Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784257402,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784257403,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784257404,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784257405,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784257406,40,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,10,10,3086.0856560002503,3067.8396746002363,3040.9194010007923,3086.0856560002503,21.0
1784257407,50,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,20,20,3086.0856560002503,3058.4732304501813,3018.922191999991,3086.0856560002503,21.0
1784257408,50,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,30,30,3086.0856560002503,3056.6278250001533,3018.922191999991,3086.0856560002503,21.0
1784257409,50,,Aggregated,4.000000,4.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,44,44,3086.0856560002503,3054.690532727321,3016.0923069997807,3086.0856560002503,21.0
1784257410,50,,Aggregated,5.000000,5.000000,3000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,83,56,3000.0,2639.7922998675017,1015.5944240004828,3095.811293999759,110.65060240963855
1784257411,50,,Aggregated,5.714286,5.714286,3000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,103,56,3000.0,2325.1375797184915,1014.594709999983,3095.811293999759,149.74757281553397
1784257412,50,,Aggregated,9.750000,7.000000,2200,3000,3100,3100,3100,3100,3100,3100,3100,3100,3100,133,56,2200.0,2029.743287390997,1012.2219329996369,3095.811293999759,185.593984962406
1784257413,50,,Aggregated,10.000000,6.222222,1200,3000,3100,3100,3100,3100,3100,3100,3100,3100,3100,152,56,1100.0,1902.983208289488,1011.8744520004839,3095.811293999759,198.1578947368421
1784257414,50,,Aggregated,11.500000,5.600000,1000,2500,3000,3100,3100,3100,3100,3100,3100,3100,3100,182,56,1011.7635130000053,1756.5780535714523,1011.7635130000053,3095.811293999759,218.46153846153845
1784257415,50,,Aggregated,13.800000,5.600000,1000,1900,3000,3000,3100,3100,3100,3100,3100,3100,3100,200,56,1011.2123910002992,1689.8348101700278,1011.2123910002992,3095.811293999759,228.61
1784257416,50,,Aggregated,16.500000,5.600000,1000,1100,2700,3000,3100,3100,3100,3100,3100,3100,3100,229,57,1011.2123910002992,1613.628782921423,1011.2123910002992,3095.811293999759,238.97379912663754
1784257417,50,,Aggregated,18.400000,5.600000,1000,1000,2500,3000,3100,3100,3100,3100,3100,3100,3100,255,57,1011.2123910002992,1560.0772746784628,1011.2123910002992,3095.811293999759,245.29019607843136
1784257418,50,,Aggregated,20.300000,4.600000,1000,1000,1900,3000,3100,3100,3100,3100,3100,3100,3100,280,57,1011.2123910002992,1511.4719762536065,1011.2123910002992,3095.811293999759,251.60357142857143
1784257419,50,,Aggregated,21.500000,3.700000,1000,1000,1200,2700,3100,3100,3100,3100,3100,3100,3100,305,57,1011.2123910002992,1470.8928889377348,1011.2123910002992,3095.811293999759,255.5049180327869
1784257420,50,,Aggregated,23.200000,2.700000,1000,1000,1000,2500,3100,3100,3100,3100,3100,3100,3100,327,57,1011.2123910002992,1440.6534115933027,1011.2123910002992,3095.811293999759,261.45871559633025
1784257421,50,,Aggregated,24.400000,1.700000,1000,1000,1000,1900,3100,3100,3100,3100,3100,3100,3100,348,57,1011.2123910002992,1415.856634566118,1011.2123910002992,3095.811293999759,267.1580459770115
1784257422,50,,Aggregated,23.700000,0.100000,1000,1000,1000,1300,3100,3100,3100,3100,3100,3100,3100,374,58,1011.2123910002992,1393.413686114996,1011.2123910002992,3095.811293999759,271.5561497326203
1784257423,50,,Aggregated,24.200000,0.100000,1000,1000,1000,1200,3000,3100,3100,3100,3100,3100,3100,398,60,1011.2123910002992,1380.955277555296,1011.2123910002992,3095.811293999759,272.6180904522613
